Year,Month,Day,Value
2022,8,22,144.093114
2022,8,23,144.093114
2022,8,24,144.093114
2022,8,25,144.093114
2022,8,26,144.093114
2022,8,27,144.093114
2022,8,28,144.093114
2022,8,29,144.093114
2022,8,30,144.093114
2022,8,31,144.093114
2022,9,1,143.4887585
2022,9,2,143.4887585
2022,9,3,143.4887585
2022,9,4,143.4887585
2022,9,5,143.4887585
2022,9,6,143.4887585
2022,9,7,143.4887585
2022,9,8,143.4887585
2022,9,9,143.4887585
2022,9,10,143.4887585
2022,9,11,143.4887585
2022,9,12,143.4887585
2022,9,13,143.4887585
2022,9,14,143.4887585
2022,9,15,143.4887585
2022,9,16,143.4887585
2022,9,17,143.4887585
2022,9,18,143.4887585
2022,9,19,143.4887585
2022,9,20,143.4887585
2022,9,21,143.4887585
2022,9,22,143.4887585
2022,9,23,143.4887585
2022,9,24,143.4887585
2022,9,25,143.4887585
2022,9,26,143.4887585
2022,9,27,143.4887585
2022,9,28,143.4887585
2022,9,29,143.4887585
2022,9,30,143.4887585
2022,10,1,142.8988595
2022,10,2,142.8988595
2022,10,3,142.8988595
2022,10,4,142.8988595
2022,10,5,142.8988595
2022,10,6,142.8988595
2022,10,7,142.8988595
2022,10,8,142.8988595
2022,10,9,142.8988595
2022,10,10,142.8988595
2022,10,11,142.8988595
2022,10,12,142.8988595
2022,10,13,142.8988595
2022,10,14,142.8988595
2022,10,15,142.8988595
2022,10,16,142.8988595
2022,10,17,142.8988595
2022,10,18,142.8988595
2022,10,19,142.8988595
2022,10,20,142.8988595
2022,10,21,142.8988595
2022,10,22,142.8988595
2022,10,23,142.8988595
2022,10,24,142.8988595
2022,10,25,142.8988595
2022,10,26,142.8988595
2022,10,27,142.8988595
2022,10,28,142.8988595
2022,10,29,142.8988595
2022,10,30,142.8988595
2022,10,31,142.8988595
2022,11,1,142.3266485
2022,11,2,142.3266485
2022,11,3,142.3266485
2022,11,4,142.3266485
2022,11,5,142.3266485
2022,11,6,142.3266485
2022,11,7,142.3266485
2022,11,8,142.3266485
2022,11,9,142.3266485
2022,11,10,142.3266485
2022,11,11,142.3266485
2022,11,12,142.3266485
2022,11,13,142.3266485
2022,11,14,142.3266485
2022,11,15,142.3266485
2022,11,16,142.3266485
2022,11,17,142.3266485
2022,11,18,142.3266485
2022,11,19,142.3266485
2022,11,20,142.3266485
2022,11,21,142.3266485
2022,11,22,142.3266485
2022,11,23,142.3266485
2022,11,24,142.3266485
2022,11,25,142.3266485
2022,11,26,142.3266485
2022,11,27,142.3266485
2022,11,28,142.3266485
2022,11,29,142.3266485
2022,11,30,142.3266485
2022,12,1,141.7760365
2022,12,2,141.7760365
2022,12,3,141.7760365
2022,12,4,141.7760365
2022,12,5,141.7760365
2022,12,6,141.7760365
2022,12,7,141.7760365
2022,12,8,141.7760365
2022,12,9,141.7760365
2022,12,10,141.7760365
2022,12,11,141.7760365
2022,12,12,141.7760365
2022,12,13,141.7760365
2022,12,14,141.7760365
2022,12,15,141.7760365
2022,12,16,141.7760365
2022,12,17,141.7760365
2022,12,18,141.7760365
2022,12,19,141.7760365
2022,12,20,141.7760365
2022,12,21,141.7760365
2022,12,22,141.7760365
2022,12,23,141.7760365
2022,12,24,141.7760365
2022,12,25,141.7760365
2022,12,26,141.7760365
2022,12,27,141.7760365
2022,12,28,141.7760365
2022,12,29,141.7760365
2022,12,30,141.7760365
2022,12,31,141.7760365
2023,1,1,141.1931805
2023,1,2,141.1931805
2023,1,3,141.1931805
2023,1,4,141.1931805
2023,1,5,141.1931805
2023,1,6,141.1931805
2023,1,7,141.1931805
2023,1,8,141.1931805
2023,1,9,141.1931805
2023,1,10,141.1931805
2023,1,11,141.1931805
2023,1,12,141.1931805
2023,1,13,141.1931805
2023,1,14,141.1931805
2023,1,15,141.1931805
2023,1,16,141.1931805
2023,1,17,141.1931805
2023,1,18,141.1931805
2023,1,19,141.1931805
2023,1,20,141.1931805
2023,1,21,141.1931805
2023,1,22,141.1931805
2023,1,23,141.1931805
2023,1,24,141.1931805
2023,1,25,141.1931805
2023,1,26,141.1931805
2023,1,27,141.1931805
2023,1,28,141.1931805
2023,1,29,141.1931805
2023,1,30,141.1931805
2023,1,31,141.1931805
2023,2,1,140.634494
2023,2,2,140.634494
2023,2,3,140.634494
2023,2,4,140.634494
2023,2,5,140.634494
2023,2,6,140.634494
2023,2,7,140.634494
2023,2,8,140.634494
2023,2,9,140.634494
2023,2,10,140.634494
2023,2,11,140.634494
2023,2,12,140.634494
2023,2,13,140.634494
2023,2,14,140.634494
2023,2,15,140.634494
2023,2,16,140.634494
2023,2,17,140.634494
2023,2,18,140.634494
2023,2,19,140.634494
2023,2,20,140.634494
2023,2,21,140.634494
2023,2,22,140.634494
2023,2,23,140.634494
2023,2,24,140.634494
2023,2,25,140.634494
2023,2,26,140.634494
2023,2,27,140.634494
2023,2,28,140.634494
2023,3,1,140.156297
2023,3,2,140.156297
2023,3,3,140.156297
2023,3,4,140.156297
2023,3,5,140.156297
2023,3,6,140.156297
2023,3,7,140.156297
2023,3,8,140.156297
2023,3,9,140.156297
2023,3,10,140.156297
2023,3,11,140.156297
2023,3,12,140.156297
2023,3,13,140.156297
2023,3,14,140.156297
2023,3,15,140.156297
2023,3,16,140.156297
2023,3,17,140.156297
2023,3,18,140.156297
2023,3,19,140.156297
2023,3,20,140.156297
2023,3,21,140.156297
2023,3,22,140.156297
2023,3,23,140.156297
2023,3,24,140.156297
2023,3,25,140.156297
2023,3,26,140.156297
2023,3,27,140.156297
2023,3,28,140.156297
2023,3,29,140.156297
2023,3,30,140.156297
2023,3,31,140.156297
2023,4,1,139.692994
2023,4,2,139.692994
2023,4,3,139.692994
2023,4,4,139.692994
2023,4,5,139.692994
2023,4,6,139.692994
2023,4,7,139.692994
2023,4,8,139.692994
2023,4,9,139.692994
2023,4,10,139.692994
2023,4,11,139.692994
2023,4,12,139.692994
2023,4,13,139.692994
2023,4,14,139.692994
2023,4,15,139.692994
2023,4,16,139.692994
2023,4,17,139.692994
2023,4,18,139.692994
2023,4,19,139.692994
2023,4,20,139.692994
2023,4,21,139.692994
2023,4,22,139.692994
2023,4,23,139.692994
2023,4,24,139.692994
2023,4,25,139.692994
2023,4,26,139.692994
2023,4,27,139.692994
2023,4,28,139.692994
2023,4,29,139.692994
2023,4,30,139.692994
2023,5,1,139.2287115
2023,5,2,139.2287115
2023,5,3,139.2287115
2023,5,4,139.2287115
2023,5,5,139.2287115
2023,5,6,139.2287115
2023,5,7,139.2287115
2023,5,8,139.2287115
2023,5,9,139.2287115
2023,5,10,139.2287115
2023,5,11,139.2287115
2023,5,12,139.2287115
2023,5,13,139.2287115
2023,5,14,139.2287115
2023,5,15,139.2287115
2023,5,16,139.2287115
2023,5,17,139.2287115
2023,5,18,139.2287115
2023,5,19,139.2287115
2023,5,20,139.2287115
2023,5,21,139.2287115
2023,5,22,139.2287115
2023,5,23,139.2287115
2023,5,24,139.2287115
2023,5,25,139.2287115
2023,5,26,139.2287115
2023,5,27,139.2287115
2023,5,28,139.2287115
2023,5,29,139.2287115
2023,5,30,139.2287115
2023,5,31,139.2287115
2023,6,1,138.7659725
2023,6,2,138.7659725
2023,6,3,138.7659725
2023,6,4,138.7659725
2023,6,5,138.7659725
2023,6,6,138.7659725
2023,6,7,138.7659725
2023,6,8,138.7659725
2023,6,9,138.7659725
2023,6,10,138.7659725
2023,6,11,138.7659725
2023,6,12,138.7659725
2023,6,13,138.7659725
2023,6,14,138.7659725
2023,6,15,138.7659725
2023,6,16,138.7659725
2023,6,17,138.7659725
2023,6,18,138.7659725
2023,6,19,138.7659725
2023,6,20,138.7659725
2023,6,21,138.7659725
2023,6,22,138.7659725
2023,6,23,138.7659725
2023,6,24,138.7659725
2023,6,25,138.7659725
2023,6,26,138.7659725
2023,6,27,138.7659725
2023,6,28,138.7659725
2023,6,29,138.7659725
2023,6,30,138.7659725
2023,7,1,138.304771
2023,7,2,138.304771
2023,7,3,138.304771
2023,7,4,138.304771
2023,7,5,138.304771
2023,7,6,138.304771
2023,7,7,138.304771
2023,7,8,138.304771
2023,7,9,138.304771
2023,7,10,138.304771
2023,7,11,138.304771
2023,7,12,138.304771
2023,7,13,138.304771
2023,7,14,138.304771
2023,7,15,138.304771
2023,7,16,138.304771
2023,7,17,138.304771
2023,7,18,138.304771
2023,7,19,138.304771
2023,7,20,138.304771
2023,7,21,138.304771
2023,7,22,138.304771
2023,7,23,138.304771
2023,7,24,138.304771
2023,7,25,138.304771
2023,7,26,138.304771
2023,7,27,138.304771
2023,7,28,138.304771
2023,7,29,138.304771
2023,7,30,138.304771
2023,7,31,138.304771
2023,8,1,137.8451025
2023,8,2,137.8451025
2023,8,3,137.8451025
2023,8,4,137.8451025
2023,8,5,137.8451025
2023,8,6,137.8451025
2023,8,7,137.8451025
2023,8,8,137.8451025
2023,8,9,137.8451025
2023,8,10,137.8451025
2023,8,11,137.8451025
2023,8,12,137.8451025
2023,8,13,137.8451025
2023,8,14,137.8451025
2023,8,15,137.8451025
2023,8,16,137.8451025
2023,8,17,137.8451025
2023,8,18,137.8451025
2023,8,19,137.8451025
2023,8,20,137.8451025
2023,8,21,137.8451025
2023,8,22,137.8451025
2023,8,23,137.8451025
2023,8,24,137.8451025
2023,8,25,137.8451025
2023,8,26,137.8451025
2023,8,27,137.8451025
2023,8,28,137.8451025
2023,8,29,137.8451025
2023,8,30,137.8451025
2023,8,31,137.8451025
2023,9,1,137.404767
2023,9,2,137.404767
2023,9,3,137.404767
2023,9,4,137.404767
2023,9,5,137.404767
2023,9,6,137.404767
2023,9,7,137.404767
2023,9,8,137.404767
2023,9,9,137.404767
2023,9,10,137.404767
2023,9,11,137.404767
2023,9,12,137.404767
2023,9,13,137.404767
2023,9,14,137.404767
2023,9,15,137.404767
2023,9,16,137.404767
2023,9,17,137.404767
2023,9,18,137.404767
2023,9,19,137.404767
2023,9,20,137.404767
2023,9,21,137.404767
2023,9,22,137.404767
2023,9,23,137.404767
2023,9,24,137.404767
2023,9,25,137.404767
2023,9,26,137.404767
2023,9,27,137.404767
2023,9,28,137.404767
2023,9,29,137.404767
2023,9,30,137.404767
2023,10,1,136.9820115
2023,10,2,136.9820115
2023,10,3,136.9820115
2023,10,4,136.9820115
2023,10,5,136.9820115
2023,10,6,136.9820115
2023,10,7,136.9820115
2023,10,8,136.9820115
2023,10,9,136.9820115
2023,10,10,136.9820115
2023,10,11,136.9820115
2023,10,12,136.9820115
2023,10,13,136.9820115
2023,10,14,136.9820115
2023,10,15,136.9820115
2023,10,16,136.9820115
2023,10,17,136.9820115
2023,10,18,136.9820115
2023,10,19,136.9820115
2023,10,20,136.9820115
2023,10,21,136.9820115
2023,10,22,136.9820115
2023,10,23,136.9820115
2023,10,24,136.9820115
2023,10,25,136.9820115
2023,10,26,136.9820115
2023,10,27,136.9820115
2023,10,28,136.9820115
2023,10,29,136.9820115
2023,10,30,136.9820115
2023,10,31,136.9820115
2023,11,1,136.558923
2023,11,2,136.558923
2023,11,3,136.558923
2023,11,4,136.558923
2023,11,5,136.558923
2023,11,6,136.558923
2023,11,7,136.558923
2023,11,8,136.558923
2023,11,9,136.558923
2023,11,10,136.558923
2023,11,11,136.558923
2023,11,12,136.558923
2023,11,13,136.558923
2023,11,14,136.558923
2023,11,15,136.558923
2023,11,16,136.558923
2023,11,17,136.558923
2023,11,18,136.558923
2023,11,19,136.558923
2023,11,20,136.558923
2023,11,21,136.558923
2023,11,22,136.558923
2023,11,23,136.558923
2023,11,24,136.558923
2023,11,25,136.558923
2023,11,26,136.558923
2023,11,27,136.558923
2023,11,28,136.558923
2023,11,29,136.558923
2023,11,30,136.558923
2023,12,1,136.1371415
2023,12,2,136.1371415
2023,12,3,136.1371415
2023,12,4,136.1371415
2023,12,5,136.1371415
2023,12,6,136.1371415
2023,12,7,136.1371415
2023,12,8,136.1371415
2023,12,9,136.1371415
2023,12,10,136.1371415
2023,12,11,136.1371415
2023,12,12,136.1371415
2023,12,13,136.1371415
2023,12,14,136.1371415
2023,12,15,136.1371415
2023,12,16,136.1371415
2023,12,17,136.1371415
2023,12,18,136.1371415
2023,12,19,136.1371415
2023,12,20,136.1371415
2023,12,21,136.1371415
2023,12,22,136.1371415
2023,12,23,136.1371415
2023,12,24,136.1371415
2023,12,25,136.1371415
2023,12,26,136.1371415
2023,12,27,136.1371415
2023,12,28,136.1371415
2023,12,29,136.1371415
2023,12,30,136.1371415
2023,12,31,136.1371415
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.7166625
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,135.297482
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
,,,134.89001
