Year,Month,Day,Value
2022,8,17,89
2022,8,18,89
2022,8,19,89
2022,8,20,89
2022,8,21,89
2022,8,22,89
2022,8,23,89
2022,8,24,89
2022,8,25,89
2022,8,26,89
2022,8,27,89
2022,8,28,89
2022,8,29,89
2022,8,30,89
2022,8,31,89
2022,9,1,90
2022,9,2,90
2022,9,3,90
2022,9,4,90
2022,9,5,90
2022,9,6,90
2022,9,7,90
2022,9,8,90
2022,9,9,90
2022,9,10,90
2022,9,11,90
2022,9,12,90
2022,9,13,90
2022,9,14,90
2022,9,15,90
2022,9,16,90
2022,9,17,90
2022,9,18,90
2022,9,19,90
2022,9,20,90
2022,9,21,90
2022,9,22,90
2022,9,23,90
2022,9,24,90
2022,9,25,90
2022,9,26,90
2022,9,27,90
2022,9,28,90
2022,9,29,90
2022,9,30,90
2022,10,1,91
2022,10,2,91
2022,10,3,91
2022,10,4,91
2022,10,5,91
2022,10,6,91
2022,10,7,91
2022,10,8,91
2022,10,9,91
2022,10,10,91
2022,10,11,91
2022,10,12,91
2022,10,13,91
2022,10,14,91
2022,10,15,91
2022,10,16,91
2022,10,17,91
2022,10,18,91
2022,10,19,91
2022,10,20,91
2022,10,21,91
2022,10,22,91
2022,10,23,91
2022,10,24,91
2022,10,25,91
2022,10,26,91
2022,10,27,91
2022,10,28,91
2022,10,29,91
2022,10,30,91
2022,10,31,91
2022,11,1,92.52491694
2022,11,2,92.52491694
2022,11,3,92.52491694
2022,11,4,92.52491694
2022,11,5,92.52491694
2022,11,6,92.52491694
2022,11,7,92.52491694
2022,11,8,92.52491694
2022,11,9,92.52491694
2022,11,10,92.52491694
2022,11,11,92.52491694
2022,11,12,92.52491694
2022,11,13,92.52491694
2022,11,14,92.52491694
2022,11,15,92.52491694
2022,11,16,92.52491694
2022,11,17,92.52491694
2022,11,18,92.52491694
2022,11,19,92.52491694
2022,11,20,92.52491694
2022,11,21,92.52491694
2022,11,22,92.52491694
2022,11,23,92.52491694
2022,11,24,92.52491694
2022,11,25,92.52491694
2022,11,26,92.52491694
2022,11,27,92.52491694
2022,11,28,92.52491694
2022,11,29,92.52491694
2022,11,30,92.52491694
2022,12,1,91
2022,12,2,91
2022,12,3,91
2022,12,4,91
2022,12,5,91
2022,12,6,90.5
2022,12,7,90.5
2022,12,8,90.5
2022,12,9,90.5
2022,12,10,90.5
2022,12,11,90.5
2022,12,12,90
2022,12,13,90
2022,12,14,90
2022,12,15,90
2022,12,16,90
2022,12,17,89
2022,12,18,89
2022,12,19,89
2022,12,20,88
2022,12,21,88
2022,12,22,88
2022,12,23,88
2022,12,24,88
2022,12,25,87
2022,12,26,87
2022,12,27,87
2022,12,28,87
2022,12,29,87
2022,12,30,86
2022,12,31,86
2023,1,1,86
2023,1,2,86
2023,1,3,85
2023,1,4,85
2023,1,5,85
2023,1,6,85
2023,1,7,84
2023,1,8,84
2023,1,9,84
2023,1,10,84
2023,1,11,84
2023,1,12,80
2023,1,13,80
2023,1,14,80
2023,1,15,80
2023,1,16,80
2023,1,17,75
2023,1,18,75
2023,1,19,75
2023,1,20,75
2023,1,21,75
2023,1,22,70
2023,1,23,70
2023,1,24,70
2023,1,25,70
2023,1,26,70
2023,1,27,70
2023,1,28,68
2023,1,29,68
2023,1,30,68
2023,1,31,68
2023,2,1,68
2023,2,2,68
2023,2,3,68
2023,2,4,66
2023,2,5,66
2023,2,6,66
2023,2,7,66
2023,2,8,66
2023,2,9,66
2023,2,10,66
2023,2,11,66
2023,2,12,66
2023,2,13,66
2023,2,14,66
2023,2,15,66
2023,2,16,64
2023,2,17,64
2023,2,18,64
2023,2,19,64
2023,2,20,64
2023,2,21,64
2023,2,22,64
2023,2,23,64
2023,2,24,64
2023,2,25,64
2023,2,26,64
2023,2,27,64
2023,2,28,64
2023,3,1,62
2023,3,2,62
2023,3,3,62
2023,3,4,62
2023,3,5,62
2023,3,6,62
2023,3,7,62
2023,3,8,60
2023,3,9,60
2023,3,10,60
2023,3,11,60
2023,3,12,60
2023,3,13,60
2023,3,14,60
2023,3,15,60
2023,3,16,57
2023,3,17,57
2023,3,18,57
2023,3,19,57
2023,3,20,57
2023,3,21,57
2023,3,22,57
2023,3,23,57
2023,3,24,57
2023,3,25,57
2023,3,26,57
2023,3,27,57
2023,3,28,57
2023,3,29,57
2023,3,30,57
2023,3,31,57
2023,4,1,80
2023,4,2,80
2023,4,3,80
2023,4,4,80
2023,4,5,80
2023,4,6,80
2023,4,7,80
2023,4,8,80
2023,4,9,80
2023,4,10,80
2023,4,11,80
2023,4,12,80
2023,4,13,80
2023,4,14,80
2023,4,15,80
2023,4,16,82
2023,4,17,82
2023,4,18,82
2023,4,19,82
2023,4,20,82
2023,4,21,82
2023,4,22,82
2023,4,23,82
2023,4,24,82
2023,4,25,82
2023,4,26,82
2023,4,27,82
2023,4,28,82
2023,4,29,82
2023,4,30,82
2023,5,1,85
2023,5,2,85
2023,5,3,85
2023,5,4,85
2023,5,5,85
2023,5,6,85
2023,5,7,85
2023,5,8,85
2023,5,9,85
2023,5,10,85
2023,5,11,85
2023,5,12,85
2023,5,13,85
2023,5,14,85
2023,5,15,85
2023,5,16,85
2023,5,17,85
2023,5,18,85
2023,5,19,85
2023,5,20,85
2023,5,21,85
2023,5,22,85
2023,5,23,85
2023,5,24,85
2023,5,25,85
2023,5,26,85
2023,5,27,85
2023,5,28,85
2023,5,29,85
2023,5,30,85
2023,5,31,85
2023,6,1,87
2023,6,2,87
2023,6,3,87
2023,6,4,87
2023,6,5,87
2023,6,6,87
2023,6,7,87
2023,6,8,87
2023,6,9,87
2023,6,10,87
2023,6,11,87
2023,6,12,87
2023,6,13,87
2023,6,14,87
2023,6,15,87
2023,6,16,87
2023,6,17,87
2023,6,18,87
2023,6,19,87
2023,6,20,87
2023,6,21,87
2023,6,22,87
2023,6,23,87
2023,6,24,87
2023,6,25,87
2023,6,26,87
2023,6,27,87
2023,6,28,87
2023,6,29,87
2023,6,30,87
2023,7,1,88
2023,7,2,88
2023,7,3,88
2023,7,4,88
2023,7,5,88
2023,7,6,88
2023,7,7,88
2023,7,8,88
2023,7,9,88
2023,7,10,88
2023,7,11,88
2023,7,12,88
2023,7,13,88
2023,7,14,88
2023,7,15,88
2023,7,16,88
2023,7,17,88
2023,7,18,88
2023,7,19,88
2023,7,20,88
2023,7,21,88
2023,7,22,88
2023,7,23,88
2023,7,24,88
2023,7,25,88
2023,7,26,88
2023,7,27,88
2023,7,28,88
2023,7,29,88
2023,7,30,88
2023,7,31,88
2023,8,1,89
2023,8,2,89
2023,8,3,89
2023,8,4,89
2023,8,5,89
2023,8,6,89
2023,8,7,89
2023,8,8,89
2023,8,9,89
2023,8,10,89
2023,8,11,89
2023,8,12,89
2023,8,13,89
2023,8,14,89
2023,8,15,89
2023,8,16,89
2023,8,17,89
2023,8,18,89
2023,8,19,89
2023,8,20,89
2023,8,21,89
2023,8,22,89
2023,8,23,89
2023,8,24,89
2023,8,25,89
2023,8,26,89
2023,8,27,89
2023,8,28,89
2023,8,29,89
2023,8,30,89
2023,8,31,89
2023,9,1,90
2023,9,2,90
2023,9,3,90
2023,9,4,90
2023,9,5,90
2023,9,6,90
2023,9,7,90
2023,9,8,90
2023,9,9,90
2023,9,10,90
2023,9,11,90
2023,9,12,90
2023,9,13,90
2023,9,14,90
2023,9,15,90
2023,9,16,90
2023,9,17,90
2023,9,18,90
2023,9,19,90
2023,9,20,90
2023,9,21,90
2023,9,22,90
2023,9,23,90
2023,9,24,90
2023,9,25,90
2023,9,26,90
2023,9,27,90
2023,9,28,90
2023,9,29,90
2023,9,30,90
2023,10,1,91
2023,10,2,91
2023,10,3,91
2023,10,4,91
2023,10,5,91
2023,10,6,91
2023,10,7,91
2023,10,8,91
2023,10,9,91
2023,10,10,91
2023,10,11,91
2023,10,12,91
2023,10,13,91
2023,10,14,91
2023,10,15,91
2023,10,16,91
2023,10,17,91
2023,10,18,91
2023,10,19,91
2023,10,20,91
2023,10,21,91
2023,10,22,91
2023,10,23,91
2023,10,24,91
2023,10,25,91
2023,10,26,91
2023,10,27,91
2023,10,28,91
2023,10,29,91
2023,10,30,91
2023,10,31,91
2023,11,1,92.52491694
2023,11,2,92.52491694
2023,11,3,92.52491694
2023,11,4,92.52491694
2023,11,5,92.52491694
2023,11,6,92.52491694
2023,11,7,92.52491694
2023,11,8,92.52491694
2023,11,9,92.52491694
2023,11,10,92.52491694
2023,11,11,92.52491694
2023,11,12,92.52491694
2023,11,13,92.52491694
2023,11,14,92.52491694
2023,11,15,92.52491694
2023,11,16,92.52491694
2023,11,17,92.52491694
2023,11,18,92.52491694
2023,11,19,92.52491694
2023,11,20,92.52491694
2023,11,21,92.52491694
2023,11,22,92.52491694
2023,11,23,92.52491694
2023,11,24,92.52491694
2023,11,25,92.52491694
2023,11,26,92.52491694
2023,11,27,92.52491694
2023,11,28,92.52491694
2023,11,29,92.52491694
2023,11,30,92.52491694
2023,12,1,91
2023,12,2,91
2023,12,3,91
2023,12,4,91
2023,12,5,91
2023,12,6,90.5
2023,12,7,90.5
2023,12,8,90.5
2023,12,9,90.5
2023,12,10,90.5
2023,12,11,90.5
2023,12,12,90
2023,12,13,90
2023,12,14,90
2023,12,15,90
2023,12,16,90
2023,12,17,89
2023,12,18,89
2023,12,19,89
2023,12,20,88
2023,12,21,88
2023,12,22,88
2023,12,23,88
2023,12,24,88
2023,12,25,87
2023,12,26,87
2023,12,27,87
2023,12,28,87
2023,12,29,87
2023,12,30,86
2023,12,31,86
