Year,Month,Day,Value
2023,3,4,39
2023,3,5,39
2023,3,6,39
2023,3,7,39
2023,3,8,38
2023,3,9,38
2023,3,10,38
2023,3,11,36.5448505
2023,3,12,36.5448505
2023,3,13,36.5448505
2023,3,14,36.5448505
2023,3,15,36.5448505
2023,3,16,36.5448505
2023,3,17,36.5448505
2023,3,18,36.5448505
2023,3,19,36.5448505
2023,3,20,36.5448505
2023,3,21,36.5448505
2023,3,22,36.5448505
2023,3,23,36.5448505
2023,3,24,36.5448505
2023,3,25,36.5448505
2023,3,26,36.5448505
2023,3,27,36.5448505
2023,3,28,36.5448505
2023,3,29,36.5448505
2023,3,30,36.5448505
2023,3,31,36.5448505
2023,4,1,36.5448505
2023,4,2,36.5448505
2023,4,3,36.5448505
2023,4,4,36.5448505
2023,4,5,36.5448505
2023,4,6,36.5448505
2023,4,7,36.5448505
2023,4,8,36.5448505
2023,4,9,36.5448505
2023,4,10,36.5448505
2023,4,11,36.5448505
2023,4,12,36.5448505
2023,4,13,36.5448505
2023,4,14,36.5448505
2023,4,15,36.5448505
2023,4,16,37
2023,4,17,37
2023,4,18,37
2023,4,19,37
2023,4,20,37
2023,4,21,37
2023,4,22,37
2023,4,23,37
2023,4,24,38
2023,4,25,38
2023,4,26,38
2023,4,27,38
2023,4,28,38
2023,4,29,38
2023,4,30,38
2023,5,1,40
2023,5,2,40
2023,5,3,40
2023,5,4,40
2023,5,5,40
2023,5,6,40
2023,5,7,40
2023,5,8,41
2023,5,9,41
2023,5,10,41
2023,5,11,41
2023,5,12,41
2023,5,13,42
2023,5,14,42
2023,5,15,42
2023,5,16,42
2023,5,17,42
2023,5,18,42
2023,5,19,46
2023,5,20,46
2023,5,21,46
2023,5,22,46
2023,5,23,46
2023,5,24,46
2023,5,25,46
2023,5,26,48
2023,5,27,48
2023,5,28,48
2023,5,29,48
2023,5,30,48
2023,5,31,48
2023,6,1,48
2023,6,2,51
2023,6,3,51
2023,6,4,51
2023,6,5,51
2023,6,6,51
2023,6,7,51
2023,6,8,51
2023,6,9,53
2023,6,10,53
2023,6,11,53
2023,6,12,53
2023,6,13,53
2023,6,14,53
2023,6,15,53
2023,6,16,53
2023,6,17,53
2023,6,18,56
2023,6,19,56
2023,6,20,56
2023,6,21,56
2023,6,22,56
2023,6,23,56
2023,6,24,56
2023,6,25,56
2023,6,26,56
2023,6,27,56
2023,6,28,57
2023,6,29,57
2023,6,30,57
2023,7,1,57
2023,7,2,57
2023,7,3,57
2023,7,4,57
2023,7,5,57
2023,7,6,58
2023,7,7,58
2023,7,8,58
2023,7,9,58
2023,7,10,58
2023,7,11,58
2023,7,12,58
2023,7,13,58
2023,7,14,58
2023,7,15,59
2023,7,16,59
2023,7,17,59
2023,7,18,59
2023,7,19,59
2023,7,20,59
2023,7,21,59
2023,7,22,60
2023,7,23,60
2023,7,24,60
2023,7,25,60
2023,7,26,60
2023,7,27,60
2023,7,28,60
2023,7,29,60
2023,7,30,60
2023,7,31,60
2023,8,1,60
2023,8,2,61
2023,8,3,61
2023,8,4,61
2023,8,5,61
2023,8,6,61
2023,8,7,61
2023,8,8,61
2023,8,9,61
2023,8,10,61
2023,8,11,62
2023,8,12,62
2023,8,13,62
2023,8,14,62
2023,8,15,62
2023,8,16,62
2023,8,17,62
2023,8,18,62
2023,8,19,62
2023,8,20,62
2023,8,21,63
2023,8,22,63
2023,8,23,63
2023,8,24,63
2023,8,25,63
2023,8,26,63
2023,8,27,63
2023,8,28,63
2023,8,29,63
2023,8,30,64
2023,8,31,64
2023,9,1,64
2023,9,2,64
2023,9,3,64
2023,9,4,64
2023,9,5,64
2023,9,6,64
2023,9,7,64
2023,9,8,64
2023,9,9,65
2023,9,10,65
2023,9,11,65
2023,9,12,65
2023,9,13,65
2023,9,14,65
2023,9,15,66
2023,9,16,66
2023,9,17,66
2023,9,18,66
2023,9,19,66
2023,9,20,66
2023,9,21,66
2023,9,22,66
2023,9,23,66
2023,9,24,67
2023,9,25,67
2023,9,26,67
2023,9,27,67
2023,9,28,67
2023,9,29,67
2023,9,30,67
2023,10,1,67
2023,10,2,68
2023,10,3,68
2023,10,4,68
2023,10,5,68
2023,10,6,68
2023,10,7,68
2023,10,8,68
2023,10,9,69
2023,10,10,69
2023,10,11,69
2023,10,12,69
2023,10,13,69
2023,10,14,69
2023,10,15,70
2023,10,16,70
2023,10,17,70
2023,10,18,70
2023,10,19,70
2023,10,20,70
2023,10,21,70
2023,10,22,70
2023,10,23,71
2023,10,24,71
2023,10,25,71
2023,10,26,71
2023,10,27,71
2023,10,28,72
2023,10,29,72
2023,10,30,72
2023,10,31,72
2023,11,1,72
2023,11,2,73
2023,11,3,73
2023,11,4,73
2023,11,5,73
2023,11,6,73
2023,11,7,73
2023,11,8,74
2023,11,9,74
2023,11,10,74
2023,11,11,74
2023,11,12,74
2023,11,13,74
2023,11,14,75
2023,11,15,75
2023,11,16,75
2023,11,17,75
2023,11,18,75
2023,11,19,75
2023,11,20,75
2023,11,21,75
2023,11,22,75
2023,11,23,75
2023,11,24,75
2023,11,25,74
2023,11,26,74
2023,11,27,74
2023,11,28,74
2023,11,29,74
2023,11,30,74
2023,12,1,73
2023,12,2,73
2023,12,3,73
2023,12,4,73
2023,12,5,73
2023,12,6,73
2023,12,7,72
2023,12,8,72
2023,12,9,72
2023,12,10,72
2023,12,11,71
2023,12,12,71
2023,12,13,71
2023,12,14,71
2023,12,15,71
2023,12,16,71
2023,12,17,71
2023,12,18,70
2023,12,19,70
2023,12,20,70
2023,12,21,70
2023,12,22,69
2023,12,23,69
2023,12,24,69
2023,12,25,69
2023,12,26,69
2023,12,27,68
2023,12,28,68
2023,12,29,68
2023,12,30,68
2023,12,31,66
